gene_id,c1,c2,c3,cd1,cd2,cu1,cu2
NIS_RS09645,9687,2992,9342,960,969,4353,1219
NIS_RS09650,7552,2945,8483,2106,1967,1813,695
NIS_RS09655,3681,1188,1718,601,425,2534,1334
NIS_RS09660,6164,2084,2906,721,443,6594,3611
NIS_RS09665,3691,1415,1791,527,475,5356,2750
NIS_RS10335,3902,1143,1586,375,337,5459,1889
NIS_RS09670,12080,2482,4304,1365,1031,14220,7378
NIS_RS09675,12564,3074,5671,2936,2224,8772,6618
NIS_RS09680,3223,1154,3708,1193,1013,3637,1250
NIS_RS09685,1395,444,1377,385,375,1776,527
NIS_RS09690,4652,1722,3159,1262,1085,6810,2659
NIS_RS09695,852,299,441,248,215,712,311
NIS_RS09700,267,85,107,64,46,97,60
NIS_RS09705,513,204,296,102,102,468,231
NIS_RS09710,1519,512,571,304,310,2679,1799
NIS_RS09715,1040,397,543,289,247,2258,1325
NIS_RS09720,803,238,399,200,134,1450,1258
NIS_RS09725,535,123,237,141,85,498,564
NIS_RS09730,556,135,317,118,104,450,324
NIS_RS09735,897,229,464,234,159,547,419
NIS_RS09740,1162,233,498,491,472,289,134
NIS_RS09745,1315,399,627,828,749,379,264
NIS_RS09750,1720,574,817,1703,1519,451,293
NIS_RS09755,30494,7718,15502,15754,13292,18560,9917
NIS_RS09760,80,23,120,73,65,69,27
NIS_RS09765,1238,2701,3289,6001,4494,1995,3697
NIS_RS09770,466,81,244,393,233,5,13
NIS_RS09775,762,105,349,611,368,5,21
NIS_RS09780,246,484,674,1072,1028,572,748
NIS_RS09785,7417,1470,4822,1407,1075,3049,1997
NIS_RS09790,1451,261,725,245,225,757,263
NIS_RS09795,3209,949,1936,1485,1256,1914,517
NIS_RS09800,1945,739,1403,939,849,1395,409
NIS_RS09805,6266,2434,6046,4074,2840,1580,996
NIS_RS09810,2077,630,1779,875,751,793,270
NIS_RS09815,4767,2374,5394,1910,1587,4240,2102
NIS_RS09820,3839,1159,2568,1152,955,4237,1998
NIS_RS09825,1984,442,1279,545,455,2546,1270
NIS_RS09830,845,178,316,145,132,338,100
NIS_RS09835,3108,789,1510,1107,850,1540,782
NIS_RS09840,1357,792,950,463,367,2198,930
NIS_RS09845,4222,2527,3506,1173,940,7663,2779
NIS_RS09850,5622,3139,5080,1599,1390,10959,4545
NIS_RS09855,10139,5347,10654,4332,3612,20746,12415
NIS_RS09860,732,297,757,262,172,602,328
NIS_RS09865,5931,2358,4962,1584,1297,4695,1635
NIS_RS09870,4500,2285,4511,2071,1600,1736,706
NIS_RS09875,7190,2358,7848,1602,1335,4125,2571
NIS_RS09880,1885,475,1717,224,239,459,157
NIS_RS09885,983,289,792,341,345,316,140
